SYMBOL,DATE,SPX YE16,SPX YE17,SPX 16-17,SEDOL,TICKER-REGION,PRICE YE16,PRICE YE17,RETURN 16-17,REL-RETURN,ROE,SECURITY NAME,NAME,TICKER,EXCHANGE,PEER_GROUP,REGION,COUNTRY,COMP_GROUP_AVG,TOTAL_ESG_SCORE,ENVIRONMENT_SCORE,SOCIAL_SCORE,GOVERNANCE_SCORE,TOTAL_ESG_PTILE,ENVIRONMENT_PTILE,SOCIAL_PTILE,GOVERNANCE_PTILE,ENVIRONMENT_WEIGHT,SOCIAL_WEIGHT,GOVERNANCE_WEIGHT,E_OPERATIONS_INCIDENTS,E_SUPPLYCHAIN_INCIDENTS,E_PRODSERVICE_INCIDENTS,S_EMPLOYEE_INCIDENTS,S_SUPPLYCHAIN_INCIDENTS,S_CUSTOMER_INCIDENTS,S_COMMUNITY_INCIDENTS,G_BUSETHICS_INCIDENTS,G_GOVERNANCE_INCIDENTS,G_PUBLIC_POLICY_INCIDENTS,OLD_SYMBOL,CONTROVERSY_LEVEL
2746982,20161230,2238.83,2673.61,0.19,274698,KFRC-US, 	23.10 , 	25.25 , 	0.09 , 	(0.10), 	25.08 ,Kforce Inc.,Kforce Inc.,KFRC,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.11000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,US4937321010,Category 1
2386849,20161230,2238.83,2673.61,0.19,238684,KFY-US, 	29.43 , 	41.38 , 	0.41 , 	0.21 , 	3.29 ,Korn/Ferry International,Korn/Ferry International,KFY,NYSE,Commercial Services,United States and Canada,United States,58.98000,45.08000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5006432000,Category 1
B051B48,20161230,2238.83,2673.61,0.19,B051B4,KNL-US, 	27.93 , 	23.04 , 	(0.18), 	(0.37), 	29.08 ,"Knoll, Inc.",Knoll Inc.,KNL,NYSE,Commercial Services,United States and Canada,United States,58.98000,49.88000,,,,25.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4989042001,No evidence of relevant controversies
2609858,20161230,2238.83,2673.61,0.19,260985,LABL-US, 	77.60 , 	74.85 , 	(0.04), 	(0.23), 	15.19 ,Multi-Color Corporation,Multi-Color Corporation,LABL,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.15000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US6253831043,No evidence of relevant controversies
BD9FLG9,20161230,2238.83,2673.61,0.19,BD9FLG,LTBR-US, 	1.14 , 	1.22 , 	0.07 , 	(0.12), 	(316.65),Lightbridge Corporation,Lightbridge Corp.,LTBR,NasdaqCM,Commercial Services,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US53224K2033,No evidence of relevant controversies
B142B50,20161230,2238.83,2673.61,0.19,B142B5,LUNA-US, 	1.47 , 	2.43 , 	0.65 , 	0.46 , 	(7.42),Luna Innovations Incorporated,Luna Innovations Incorporated,LUNA,NasdaqCM,Commercial Services,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5503511009,No evidence of relevant controversies
2562490,20161230,2238.83,2673.61,0.19,256249,MAN-US, 	88.87 , 	126.11 , 	0.42 , 	0.22 , 	17.80 ,ManpowerGroup Inc.,ManpowerGroup Inc.,MAN,NYSE,Commercial Services,United States and Canada,United States,58.98000,78.15000,79.00000,81.70000,71.83000,95.41000,88.07000,97.25000,64.22000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US56418H1005,Category 2
2568090,20161230,2238.83,2673.61,0.19,256809,MATW-US, 	76.85 , 	52.80 , 	(0.31), 	(0.51), 	9.27 ,Matthews International Corporation Class A,Matthews International Corporation,MATW,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5771281012,No evidence of relevant controversies
B015P53,20161230,2238.83,2673.61,0.19,B015P5,MEA-US,,,,,,"Metalico, Inc.",Metalico Inc.,@NA,@NA,Commercial Services,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5911761022,No evidence of relevant controversies
2551551,20161230,2238.83,2673.61,0.19,255155,MGRC-US, 	39.19 , 	46.98 , 	0.20 , 	0.00 , 	9.88 ,McGrath RentCorp,McGrath Rentcorp,MGRC,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,46.69000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5805891091,No evidence of relevant controversies
B4WCCG1,20161230,2238.83,2673.61,0.19,B4WCCG,MG-US, 	25.68 , 	23.47 , 	(0.09), 	(0.28), 	6.36 ,"Mistras Group, Inc.",Mistras Group Inc.,MG,NYSE,Commercial Services,United States and Canada,United States,58.98000,49.28000,,,,25.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US60649T1079,No evidence of relevant controversies
2548177,20161230,2238.83,2673.61,0.19,254817,MINI-US, 	30.25 , 	34.50 , 	0.14 , 	(0.05), 	6.29 ,"Mobile Mini, Inc.",Mobile Mini Inc.,MINI,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US60740F1057,No evidence of relevant controversies
2594222,20161230,2238.83,2673.61,0.19,259422,MLHR-US, 	34.20 , 	40.05 , 	0.17 , 	(0.02), 	28.72 ,"Herman Miller, Inc.",Herman Miller Inc.,MLHR,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,89.68000,100.0000,86.45000,77.69000,100.0000,100.0000,100.0000,87.16000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,Category 2,No evidence of relevant controversies,US6005441000,Category 2
BKM4S16,20161230,2238.83,2673.61,0.19,BKM4S1,MSA-US, 	69.33 , 	77.52 , 	0.12 , 	(0.08), 	17.22 ,"MSA Safety, Inc.",MSA Safety Incorporated,MSA,NYSE,Commercial Services,United States and Canada,United States,58.98000,47.21000,,,,20.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5534981064,No evidence of relevant controversies
2564797,20161230,2238.83,2673.61,0.19,256479,NCI-US, 	26.18 , 	19.41 , 	(0.26), 	(0.45), 	9.46 ,"Navigant Consulting, Inc.",Navigant Consulting Inc.,NCI,NYSE,Commercial Services,United States and Canada,United States,58.98000,51.46000,,,,30.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US63935N1072,No evidence of relevant controversies
2618069,20161230,2238.83,2673.61,0.19,261806,NL-US, 	8.15 , 	14.25 , 	0.75 , 	0.55 , 	9.35 ,NL Industries Inc,NL Industries Inc.,NL,NYSE,Commercial Services,United States and Canada,United States,59.40000,43.13000,40.34000,42.68000,48.20000,3.010000,10.84000,4.220000,4.220000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US6291564077,No evidence of relevant controversies
2007281,20161230,2238.83,2673.61,0.19,200728,NSP-US, 	35.48 , 	57.35 , 	0.62 , 	0.42 , 	55.37 ,"Insperity, Inc.",Insperity Inc.,NSP,NYSE,Commercial Services,United States and Canada,United States,58.98000,46.66000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US45778Q1076,No evidence of relevant controversies
2627496,20161230,2238.83,2673.61,0.19,262749,NTSC-US,,,,,,"National Technical Systems, Inc.",National Technical Systems Inc.,@NA,@NA,Commercial Services,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US6381041093,No evidence of relevant controversies
BZ1JM04,20161230,2238.83,2673.61,0.19,BZ1JM0,OMEX-US, 	3.42 , 	3.77 , 	0.10 , 	(0.09),,"Odyssey Marine Exploration, Inc.",Odyssey Marine Exploration Inc.,OMEX,NasdaqCM,Commercial Services,United States and Canada,United States,,,,,,,,,,,,,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US6761182012,Category 2
2690506,20161230,2238.83,2673.61,0.19,269050,PBI-US, 	15.19 , 	11.18 , 	(0.26), 	(0.46), 	254.48 ,Pitney Bowes Inc.,Pitney Bowes Inc.,PBI,NYSE,Commercial Services,United States and Canada,United States,58.98000,64.83000,65.00000,57.55000,74.75000,68.81000,69.72000,66.06000,76.15000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,US7244791007,Category 2
BD24VV8,20161230,2238.83,2673.61,0.19,BF5LLV,PCOA-US, 	675.00 , 	595.50 , 	(0.12), 	(0.31), 	9.30 ,Pendrell Corporation Class A,Pendrell Corporation,PCO,NasdaqCM,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US70686R3021,No evidence of relevant controversies
